review_id,destination_id,hotel_id,rating,sentiment,review,review_date
106,35,411,3.0,Neutral,Decent place.,2023-04-07
107,39,490,3.7,Neutral,Could be better.,2024-07-03
108,157,328,3.1,Neutral,Could be better.,2023-03-18
109,140,180,4.7,Positive,Great experience!,2023-03-13
110,117,8,4.4,Positive,Beautiful place.,2024-08-06
111,137,434,4.7,Positive,Great experience!,2024-06-01
112,124,349,4.7,Positive,Beautiful place.,2023-12-23
113,188,126,3.6,Neutral,Average experience.,2023-03-17
114,31,6,5.0,Positive,Great experience!,2024-01-27
115,80,487,3.1,Neutral,Could be better.,2024-03-10
116,62,21,3.4,Neutral,It was okay.,2023-07-27
117,91,436,4.9,Positive,Excellent service!,2024-01-14
118,151,199,3.9,Neutral,Average experience.,2024-07-22
119,43,90,4.2,Positive,Loved the stay.,2023-11-11
120,170,304,5.0,Positive,Beautiful place.,2024-01-04
121,85,168,3.3,Neutral,Could be better.,2023-07-08
122,190,195,4.7,Positive,Beautiful place.,2023-08-23
123,77,207,4.4,Positive,Highly recommended.,2024-08-14
124,136,277,4.4,Positive,Loved the stay.,2023-02-17
125,124,349,4.4,Positive,Excellent service!,2024-04-10
126,90,96,5.0,Positive,Excellent service!,2024-06-17
127,23,94,4.7,Positive,Excellent service!,2024-10-30
128,76,232,4.7,Positive,Loved the stay.,2023-07-28
129,111,150,4.2,Positive,Great experience!,2024-09-25
130,154,259,3.7,Neutral,It was okay.,2023-09-06
131,172,182,4.0,Positive,Highly recommended.,2024-06-05
132,28,466,4.2,Positive,Beautiful place.,2023-04-08
133,176,269,3.9,Neutral,Could be better.,2024-02-17
134,195,306,3.5,Neutral,Decent place.,2024-11-09
135,159,45,4.4,Positive,Highly recommended.,2024-08-16
136,134,479,4.0,Positive,Great experience!,2024-02-01
137,36,311,3.6,Neutral,Decent place.,2024-05-08
138,36,23,4.5,Positive,Loved the stay.,2023-07-01
139,82,141,3.0,Neutral,Could be better.,2025-01-16
140,38,465,3.8,Neutral,Could be better.,2023-01-30
141,71,191,4.2,Positive,Great experience!,2024-11-12
142,192,346,4.0,Positive,Beautiful place.,2024-12-28
143,160,426,4.2,Positive,Great experience!,2023-05-13
144,104,276,4.1,Positive,Beautiful place.,2023-06-27
145,160,318,4.0,Positive,Loved the stay.,2023-10-11
146,112,388,4.1,Positive,Highly recommended.,2023-10-21
147,126,219,3.9,Neutral,Average experience.,2023-05-20
148,188,303,2.8,Negative,Not recommended at all.,2024-07-08
149,102,330,4.6,Positive,Great experience!,2024-10-22
150,86,64,4.3,Positive,Great experience!,2023-03-19
151,36,23,4.4,Positive,Great experience!,2024-07-30
152,191,444,3.9,Neutral,Decent place.,2024-06-25
153,200,234,4.1,Positive,Highly recommended.,2024-08-18
154,176,269,3.9,Neutral,It was okay.,2023-04-04
155,141,174,4.7,Positive,Loved the stay.,2023-10-27
156,91,84,4.4,Positive,Highly recommended.,2024-03-26
157,117,8,4.8,Positive,Loved the stay.,2023-03-01
158,196,448,4.6,Positive,Beautiful place.,2023-09-07
159,89,425,3.0,Neutral,Could be better.,2024-02-22
160,40,478,4.6,Positive,Great experience!,2024-10-19
161,110,450,3.9,Neutral,It was okay.,2024-06-22
162,77,223,3.1,Neutral,It was okay.,2024-08-06
163,71,98,4.4,Positive,Beautiful place.,2023-07-31
164,130,407,4.3,Positive,Loved the stay.,2023-07-19
165,97,459,4.3,Positive,Great experience!,2023-07-13
166,192,366,4.5,Positive,Excellent service!,2023-10-13
167,3,246,4.7,Positive,Loved the stay.,2023-07-30
168,169,400,3.2,Neutral,Could be better.,2023-02-08
169,16,402,4.0,Positive,Loved the stay.,2023-03-02
170,24,138,4.0,Positive,Beautiful place.,2023-06-29
171,182,263,4.5,Positive,Great experience!,2023-06-08
172,88,103,4.7,Positive,Beautiful place.,2024-02-13
173,58,28,5.0,Positive,Excellent service!,2023-01-16
174,135,351,3.8,Neutral,Could be better.,2023-06-14
175,68,181,3.7,Neutral,It was okay.,2023-08-13
176,137,321,3.7,Neutral,It was okay.,2023-07-20
177,102,288,2.9,Negative,Bad service.,2023-03-11
178,19,117,4.0,Positive,Highly recommended.,2023-07-01
179,166,455,4.8,Positive,Beautiful place.,2023-10-18
180,139,440,4.5,Positive,Great experience!,2023-06-21
181,91,480,3.1,Neutral,It was okay.,2023-06-18
182,124,242,2.8,Negative,Bad service.,2024-03-29
183,125,295,4.0,Positive,Excellent service!,2024-07-09
184,35,379,4.1,Positive,Excellent service!,2024-04-11
185,102,330,4.6,Positive,Highly recommended.,2024-12-03
186,27,137,2.6,Negative,Terrible experience.,2023-06-16
187,152,81,5.0,Positive,Highly recommended.,2024-07-04
188,28,72,3.8,Neutral,It was okay.,2024-01-11
189,96,42,4.2,Positive,Excellent service!,2023-05-04
190,155,261,3.8,Neutral,Average experience.,2024-11-25
191,36,300,3.8,Neutral,Decent place.,2024-10-31
192,106,25,4.4,Positive,Great experience!,2024-11-03
193,81,218,4.1,Positive,Highly recommended.,2024-06-09
194,19,215,4.0,Positive,Excellent service!,2024-03-07
195,71,191,3.8,Neutral,Average experience.,2025-01-16
196,154,259,3.6,Neutral,Decent place.,2023-03-16
197,4,265,4.0,Positive,Loved the stay.,2023-06-05
198,35,411,3.2,Neutral,Average experience.,2024-06-07
199,7,115,4.3,Positive,Great experience!,2023-05-20
200,196,445,3.5,Neutral,It was okay.,2024-05-20
201,58,28,5.0,Positive,Excellent service!,2023-01-29
202,60,54,4.8,Positive,Loved the stay.,2025-01-16
203,182,169,4.0,Positive,Beautiful place.,2023-12-17
204,74,120,3.7,Neutral,Could be better.,2023-08-17
205,37,86,3.1,Neutral,It was okay.,2023-07-11
206,120,496,4.3,Positive,Excellent service!,2024-11-06
207,7,68,3.1,Neutral,Average experience.,2024-12-03
208,87,421,4.3,Positive,Excellent service!,2023-08-19
209,40,369,3.7,Neutral,Decent place.,2024-11-09
210,91,436,4.7,Positive,Great experience!,2024-01-28
211,58,131,3.8,Neutral,Could be better.,2023-02-02
212,179,144,5.0,Positive,Loved the stay.,2023-11-07
213,8,55,3.7,Neutral,Could be better.,2023-06-26
214,137,495,3.9,Neutral,It was okay.,2024-03-06
215,68,181,4.9,Positive,Beautiful place.,2023-10-01
216,16,147,4.0,Positive,Great experience!,2023-11-03
217,101,99,3.3,Neutral,It was okay.,2023-03-28
218,46,372,4.4,Positive,Great experience!,2024-09-20
219,36,300,3.4,Neutral,Average experience.,2023-08-28
220,144,264,4.4,Positive,Beautiful place.,2024-07-13
221,39,419,4.6,Positive,Highly recommended.,2024-05-08
222,82,78,3.1,Neutral,It was okay.,2023-08-20
223,108,118,3.9,Neutral,Decent place.,2023-07-31
224,101,438,3.9,Neutral,It was okay.,2025-01-15
225,138,87,3.6,Neutral,Decent place.,2024-02-01
226,35,379,3.5,Neutral,Decent place.,2023-07-15
227,78,32,5.0,Positive,Beautiful place.,2023-07-20
228,47,167,3.9,Neutral,Could be better.,2024-07-11
229,46,399,3.4,Neutral,It was okay.,2023-10-08
230,76,214,4.5,Positive,Excellent service!,2023-11-04
231,90,491,4.4,Positive,Loved the stay.,2023-07-07
232,179,44,3.1,Neutral,It was okay.,2024-01-08
233,81,365,3.2,Neutral,Average experience.,2024-09-01
234,59,323,5.0,Positive,Excellent service!,2024-06-22
235,185,316,4.0,Positive,Great experience!,2024-06-06
236,3,246,3.9,Neutral,Could be better.,2023-02-24
237,195,189,4.1,Positive,Great experience!,2024-03-01
238,127,160,2.9,Negative,Not recommended at all.,2023-05-26
239,171,9,4.7,Positive,Highly recommended.,2024-02-18
240,94,309,3.5,Neutral,Could be better.,2025-01-01
241,90,96,4.3,Positive,Excellent service!,2024-12-29
242,173,19,3.6,Neutral,Average experience.,2023-02-04
243,50,1,4.6,Positive,Beautiful place.,2023-03-28
244,142,43,4.3,Positive,Loved the stay.,2024-09-14
245,101,438,5.0,Positive,Highly recommended.,2024-01-15
246,96,290,3.3,Neutral,It was okay.,2023-07-02
247,46,399,3.1,Neutral,It was okay.,2024-11-11
248,46,305,3.5,Neutral,Average experience.,2023-03-14
249,81,236,4.3,Positive,Great experience!,2023-08-14
250,166,201,4.2,Positive,Highly recommended.,2025-01-01
251,172,83,4.2,Positive,Beautiful place.,2023-06-06
252,137,495,2.9,Negative,Not recommended at all.,2025-01-09
253,4,401,4.8,Positive,Loved the stay.,2025-01-21
254,28,72,3.5,Neutral,Average experience.,2023-12-17
255,147,467,3.4,Neutral,It was okay.,2024-06-01
256,112,388,3.8,Neutral,Could be better.,2024-02-17
257,114,228,3.3,Neutral,Decent place.,2023-02-14
258,137,434,4.4,Positive,Highly recommended.,2024-06-23
259,83,380,4.2,Positive,Loved the stay.,2024-11-26
260,115,10,4.1,Positive,Loved the stay.,2023-06-04
261,137,321,3.8,Neutral,Average experience.,2023-08-02
262,174,73,4.0,Positive,Beautiful place.,2023-02-05
263,122,179,4.1,Positive,Excellent service!,2024-10-11
264,83,394,3.8,Neutral,Average experience.,2024-06-16
265,27,137,3.8,Neutral,Decent place.,2023-08-09
266,196,445,4.2,Positive,Beautiful place.,2024-05-13
267,153,291,4.5,Positive,Great experience!,2024-05-19
268,133,244,3.5,Neutral,Decent place.,2024-11-28
269,117,8,3.9,Neutral,Decent place.,2023-12-19
270,156,409,3.7,Neutral,Decent place.,2023-03-21
271,50,293,4.4,Positive,Loved the stay.,2023-07-15
272,133,108,4.3,Positive,Excellent service!,2023-11-12
273,95,30,3.2,Neutral,It was okay.,2023-05-26
274,110,450,3.3,Neutral,It was okay.,2024-12-20
275,158,278,3.2,Neutral,Average experience.,2023-06-12
276,158,121,4.4,Positive,Highly recommended.,2024-10-16
277,78,5,3.2,Neutral,Could be better.,2024-06-23
278,184,12,3.0,Neutral,Could be better.,2023-09-16
279,108,118,4.4,Positive,Excellent service!,2023-07-13
280,144,268,3.3,Neutral,Average experience.,2023-02-21
281,3,202,3.2,Neutral,Could be better.,2023-11-24
282,155,261,4.0,Positive,Excellent service!,2024-12-05
283,183,154,4.2,Positive,Beautiful place.,2024-01-14
284,177,192,5.0,Positive,Excellent service!,2023-07-23
285,96,290,3.2,Neutral,It was okay.,2023-06-12
286,36,300,4.5,Positive,Great experience!,2023-07-23
287,131,280,3.5,Neutral,It was okay.,2024-10-14
288,135,275,4.3,Positive,Great experience!,2024-06-14
289,200,91,3.5,Neutral,Average experience.,2024-06-08
290,65,106,4.2,Positive,Beautiful place.,2023-05-18
291,35,411,3.5,Neutral,It was okay.,2023-06-03
292,194,221,4.2,Positive,Highly recommended.,2023-06-18
293,5,51,5.0,Positive,Highly recommended.,2023-12-20
294,153,416,3.8,Neutral,Could be better.,2023-05-10
295,52,11,4.3,Positive,Loved the stay.,2023-09-28
296,3,229,4.0,Positive,Beautiful place.,2024-05-21
297,19,215,5.0,Positive,Loved the stay.,2023-01-19
298,71,191,3.3,Neutral,Could be better.,2024-06-09
299,76,232,4.8,Positive,Loved the stay.,2023-11-22
300,42,332,5.0,Positive,Highly recommended.,2024-01-07
301,83,489,4.7,Positive,Excellent service!,2023-12-14
302,88,428,2.8,Negative,Not recommended at all.,2024-06-13
303,123,220,3.4,Neutral,Decent place.,2024-06-11
304,3,202,3.7,Neutral,Average experience.,2023-06-16
305,174,486,4.7,Positive,Great experience!,2023-11-13
306,100,285,3.9,Neutral,Average experience.,2023-02-04
307,118,46,3.9,Neutral,Could be better.,2024-06-14
308,55,429,4.5,Positive,Beautiful place.,2024-07-18
309,42,460,3.1,Neutral,Could be better.,2023-04-04
310,137,495,4.0,Positive,Highly recommended.,2023-06-08
311,83,468,4.6,Positive,Excellent service!,2023-11-29
312,79,58,3.7,Neutral,It was okay.,2024-08-06
313,190,195,4.0,Positive,Highly recommended.,2024-05-26
314,173,256,3.9,Neutral,Could be better.,2023-03-13
315,144,268,3.7,Neutral,It was okay.,2024-12-13
316,49,176,3.2,Neutral,It was okay.,2023-05-30
317,100,453,4.4,Positive,Loved the stay.,2024-06-16
318,14,216,4.3,Positive,Great experience!,2024-08-31
319,46,399,2.8,Negative,Bad service.,2024-08-04
320,112,298,3.5,Neutral,It was okay.,2024-06-02
321,133,108,4.4,Positive,Great experience!,2023-03-24
322,46,399,2.8,Negative,Not recommended at all.,2023-07-03
323,104,100,3.4,Neutral,Could be better.,2024-06-10
324,71,339,4.4,Positive,Great experience!,2023-05-18
325,39,419,4.9,Positive,Highly recommended.,2023-05-17
326,138,122,4.0,Positive,Excellent service!,2023-12-26
327,94,92,4.5,Positive,Highly recommended.,2024-01-26
328,108,364,3.0,Neutral,Could be better.,2024-07-19
329,82,27,4.1,Positive,Excellent service!,2025-01-14
330,179,430,3.4,Neutral,Decent place.,2024-06-28
331,165,40,3.1,Neutral,It was okay.,2023-07-11
332,174,241,4.3,Positive,Beautiful place.,2023-11-01
333,7,115,4.7,Positive,Loved the stay.,2023-05-22
334,31,6,5.0,Positive,Loved the stay.,2024-05-07
335,80,382,4.9,Positive,Excellent service!,2024-05-30
336,135,161,3.6,Neutral,Could be better.,2023-06-22
337,108,118,4.9,Positive,Excellent service!,2023-06-24
338,39,490,3.3,Neutral,Could be better.,2024-06-03
339,163,308,4.2,Positive,Great experience!,2024-02-02
340,37,86,3.3,Neutral,Decent place.,2024-06-18
341,196,41,3.3,Neutral,It was okay.,2024-08-31
342,68,181,4.9,Positive,Loved the stay.,2024-02-23
343,38,357,2.7,Negative,Not recommended at all.,2023-08-18
344,71,339,3.5,Neutral,Decent place.,2024-07-20
345,91,213,4.5,Positive,Loved the stay.,2023-03-07
346,101,438,4.2,Positive,Great experience!,2024-12-23
347,74,120,3.1,Neutral,Could be better.,2023-12-23
348,102,330,3.7,Neutral,Average experience.,2024-11-20
349,148,82,3.7,Neutral,Could be better.,2024-08-16
350,26,35,3.9,Neutral,Average experience.,2024-06-06
351,50,293,4.5,Positive,Highly recommended.,2024-05-08
352,25,404,3.6,Neutral,Decent place.,2023-07-18
353,185,63,2.8,Negative,Very disappointed.,2023-01-23
354,173,19,3.4,Neutral,Decent place.,2024-08-18
355,40,413,3.6,Neutral,It was okay.,2024-04-03
356,5,225,3.8,Neutral,Average experience.,2024-01-17
357,93,312,4.3,Positive,Beautiful place.,2024-01-08
358,71,339,4.2,Positive,Great experience!,2023-06-06
359,50,473,3.4,Neutral,It was okay.,2024-07-10
360,118,352,4.9,Positive,Excellent service!,2024-01-22
361,166,201,4.4,Positive,Great experience!,2024-12-31
362,136,49,3.8,Neutral,Could be better.,2023-12-02
363,80,382,3.9,Neutral,Average experience.,2024-12-21
364,148,324,4.3,Positive,Excellent service!,2023-03-07
365,156,409,4.7,Positive,Excellent service!,2024-10-26
366,181,393,2.9,Negative,Not recommended at all.,2025-01-10
367,130,407,4.1,Positive,Loved the stay.,2023-04-26
368,101,18,4.1,Positive,Highly recommended.,2024-12-23
369,155,261,4.8,Positive,Beautiful place.,2023-05-06
370,63,33,3.4,Neutral,Could be better.,2023-11-21
371,135,161,3.5,Neutral,Decent place.,2024-06-15
372,47,167,4.1,Positive,Excellent service!,2024-08-07
373,71,20,4.9,Positive,Great experience!,2024-02-05
374,183,203,3.3,Neutral,Decent place.,2023-06-02
375,48,151,3.8,Neutral,It was okay.,2024-06-26
376,154,325,5.0,Positive,Highly recommended.,2023-05-16
377,97,459,4.6,Positive,Loved the stay.,2023-06-28
378,47,167,4.2,Positive,Highly recommended.,2023-11-22
379,188,126,4.5,Positive,Great experience!,2023-12-07
380,95,30,4.2,Positive,Loved the stay.,2024-12-03
381,170,245,4.2,Positive,Beautiful place.,2024-09-11
382,167,172,5.0,Positive,Beautiful place.,2024-12-16
383,26,331,3.5,Neutral,Average experience.,2024-07-09
384,104,310,3.9,Neutral,Average experience.,2024-05-04
385,100,285,3.3,Neutral,It was okay.,2024-02-01
386,82,66,5.0,Positive,Excellent service!,2024-04-02
387,199,422,3.7,Neutral,Average experience.,2023-04-26
388,39,419,4.6,Positive,Excellent service!,2024-05-08
389,151,463,4.6,Positive,Excellent service!,2024-02-19
390,91,436,4.7,Positive,Highly recommended.,2023-12-26
391,101,177,3.0,Neutral,Average experience.,2024-01-17
392,46,305,3.4,Neutral,It was okay.,2023-04-25
393,3,229,4.0,Positive,Highly recommended.,2023-08-24
394,137,321,4.1,Positive,Great experience!,2023-08-11
395,40,478,3.6,Neutral,Decent place.,2023-04-18
396,133,244,4.7,Positive,Excellent service!,2024-09-30
397,42,460,4.0,Positive,Highly recommended.,2023-03-30
398,59,323,3.8,Neutral,It was okay.,2024-07-16
399,71,191,3.3,Neutral,Decent place.,2024-10-30
400,107,474,4.7,Positive,Beautiful place.,2023-05-19
401,171,9,4.6,Positive,Excellent service!,2023-11-17
402,136,277,4.1,Positive,Excellent service!,2023-02-20
403,8,55,3.6,Neutral,It was okay.,2024-07-10
404,188,164,3.6,Neutral,It was okay.,2024-06-12
405,198,412,4.0,Positive,Excellent service!,2023-06-15
406,172,182,4.1,Positive,Highly recommended.,2024-02-08
407,60,54,5.0,Positive,Excellent service!,2024-01-26
408,81,236,4.0,Positive,Excellent service!,2023-01-08
409,162,494,4.1,Positive,Beautiful place.,2023-03-13
410,165,153,4.6,Positive,Highly recommended.,2023-07-19
411,137,321,3.5,Neutral,Could be better.,2023-07-31
412,13,493,3.2,Neutral,Average experience.,2023-06-24
413,21,363,2.9,Negative,Bad service.,2023-02-05
414,130,198,3.3,Neutral,Average experience.,2024-06-03
415,82,66,5.0,Positive,Highly recommended.,2024-09-17
416,82,27,4.1,Positive,Excellent service!,2024-12-22
417,166,201,3.5,Neutral,Could be better.,2024-05-28
418,174,26,4.0,Positive,Highly recommended.,2023-10-03
419,133,108,3.9,Neutral,It was okay.,2023-11-08
420,28,327,4.1,Positive,Excellent service!,2023-06-10
421,136,49,4.5,Positive,Highly recommended.,2024-01-29
422,82,27,3.8,Neutral,It was okay.,2023-02-19
423,37,111,3.0,Neutral,Average experience.,2023-07-03
424,108,118,4.5,Positive,Great experience!,2023-07-15
425,74,471,4.1,Positive,Loved the stay.,2023-09-05
426,76,289,4.0,Positive,Beautiful place.,2024-02-11
427,46,305,3.4,Neutral,Could be better.,2024-01-09
428,26,331,3.6,Neutral,Could be better.,2023-11-03
429,122,252,4.5,Positive,Excellent service!,2024-09-05
430,123,220,4.4,Positive,Loved the stay.,2024-08-22
431,82,173,5.0,Positive,Great experience!,2024-05-20
432,200,258,5.0,Positive,Loved the stay.,2023-12-21
433,53,347,4.1,Positive,Excellent service!,2023-05-05
434,177,7,3.4,Neutral,It was okay.,2023-06-21
435,180,188,4.1,Positive,Loved the stay.,2024-01-24
436,83,380,4.5,Positive,Great experience!,2024-10-19
437,116,395,3.7,Neutral,It was okay.,2024-02-22
438,92,299,4.8,Positive,Great experience!,2023-07-18
439,91,84,4.4,Positive,Great experience!,2023-04-22
440,8,55,3.9,Neutral,Average experience.,2024-03-06
441,159,45,3.5,Neutral,Could be better.,2023-10-29
442,144,89,4.1,Positive,Loved the stay.,2024-02-21
443,188,396,4.8,Positive,Beautiful place.,2023-03-12
444,137,321,4.1,Positive,Loved the stay.,2023-05-25
445,16,147,4.2,Positive,Loved the stay.,2024-08-22
446,3,374,3.7,Neutral,Decent place.,2024-07-24
447,1,14,4.2,Positive,Beautiful place.,2024-01-03
448,71,114,3.7,Neutral,Could be better.,2024-09-14
449,194,342,4.4,Positive,Highly recommended.,2024-11-23
450,36,113,3.2,Neutral,Average experience.,2023-07-24
451,27,93,4.6,Positive,Great experience!,2023-06-01
452,147,467,4.3,Positive,Great experience!,2024-11-03
453,90,170,4.6,Positive,Highly recommended.,2023-09-09
454,97,248,4.0,Positive,Great experience!,2025-01-05
455,77,52,3.5,Neutral,It was okay.,2023-08-07
456,28,466,4.6,Positive,Highly recommended.,2024-05-02
457,14,216,3.6,Neutral,Could be better.,2024-06-19
458,199,194,3.1,Neutral,Decent place.,2024-05-26
459,5,51,3.9,Neutral,Decent place.,2023-12-13
460,50,1,4.7,Positive,Loved the stay.,2023-07-20
461,51,385,4.3,Positive,Loved the stay.,2024-08-23
462,173,132,5.0,Positive,Beautiful place.,2024-02-23
463,139,440,4.4,Positive,Excellent service!,2023-06-14
464,137,321,3.0,Neutral,Could be better.,2024-05-28
465,97,459,4.3,Positive,Great experience!,2024-05-27
466,96,290,2.9,Negative,Very disappointed.,2023-04-15
467,15,383,4.1,Positive,Loved the stay.,2023-07-23
468,145,442,4.5,Positive,Highly recommended.,2024-12-25
469,83,380,4.8,Positive,Excellent service!,2024-04-13
470,63,33,4.2,Positive,Excellent service!,2023-04-04
471,183,184,3.8,Neutral,It was okay.,2024-10-12
472,162,95,5.0,Positive,Excellent service!,2024-02-25
473,71,337,4.0,Positive,Great experience!,2023-04-18
474,88,224,4.0,Positive,Great experience!,2023-12-02
475,83,394,3.9,Neutral,It was okay.,2023-03-03
476,107,474,4.1,Positive,Great experience!,2023-03-18
477,174,73,4.2,Positive,Beautiful place.,2024-07-01
478,135,161,4.1,Positive,Excellent service!,2023-06-24
479,176,446,4.6,Positive,Loved the stay.,2023-11-26
480,53,347,4.2,Positive,Great experience!,2023-08-12
481,89,190,4.5,Positive,Loved the stay.,2024-06-23
482,91,213,4.6,Positive,Highly recommended.,2024-10-29
483,112,388,3.6,Neutral,It was okay.,2024-06-29
484,19,31,4.0,Positive,Beautiful place.,2024-03-19
485,198,24,3.4,Neutral,Could be better.,2023-07-11
486,153,65,3.2,Neutral,Decent place.,2024-09-24
487,62,21,3.6,Neutral,Could be better.,2024-12-31
488,46,305,4.1,Positive,Loved the stay.,2023-03-30
489,116,88,4.6,Positive,Great experience!,2024-01-05
490,170,178,3.7,Neutral,Decent place.,2024-09-26
491,101,99,4.0,Positive,Loved the stay.,2023-12-08
492,138,341,4.3,Positive,Great experience!,2023-07-11
493,115,249,3.7,Neutral,It was okay.,2023-03-05
494,184,12,3.4,Neutral,Could be better.,2024-06-11
